Ref,Val,Package,PosX,PosY,Rot,Side
"R17","0","R_0603_1608Metric",144.250000,24.500000,180.000000,top
"R18","10k","R_0603_1608Metric",125.250000,20.200000,0.000000,top
"R19","0","R_0603_1608Metric",122.400000,19.700000,90.000000,top
"R20","NC","R_0603_1608Metric",120.900000,19.700000,90.000000,top
"R21","220k","R_0603_1608Metric",128.000000,31.500000,0.000000,top
"R22","220k","R_0603_1608Metric",129.250000,46.480000,0.000000,top
"R23","100","R_0603_1608Metric",131.000000,31.480000,180.000000,top
"R24","100","R_0603_1608Metric",132.250000,46.500000,180.000000,top
"R25","10k","R_0603_1608Metric",130.250000,33.750000,-90.000000,top
"R26","10k","R_0603_1608Metric",131.500000,44.250000,90.000000,top
"R27","10k","R_0603_1608Metric",128.000000,34.500000,0.000000,top
"R28","10k","R_0603_1608Metric",129.250000,43.500000,0.000000,top
"R29","220k","R_0603_1608Metric",170.500000,50.250000,180.000000,top
"R30","220k","R_0603_1608Metric",169.750000,32.750000,90.000000,top
"R31","100","R_0603_1608Metric",170.500000,48.750000,180.000000,top
"R32","100","R_0603_1608Metric",171.250000,35.750000,-90.000000,top
"R33","10k","R_0603_1608Metric",170.500000,47.250000,0.000000,top
"R34","10k","R_0603_1608Metric",169.000000,35.000000,0.000000,top
"R35","10k","R_0603_1608Metric",167.500000,45.750000,0.000000,top
"R36","10k","R_0603_1608Metric",166.000000,36.500000,0.000000,top
"R37","10k","R_0603_1608Metric",167.500000,47.250000,180.000000,top
"R38","10k","R_0603_1608Metric",166.000000,35.000000,180.000000,top
"R39","10k","R_0603_1608Metric",170.500000,45.750000,180.000000,top
"R40","10k","R_0603_1608Metric",169.000000,36.500000,180.000000,top
"R41","5.1k","R_0603_1608Metric",170.000000,64.500000,0.000000,top
"R42","0","R_0603_1608Metric",126.862500,21.750000,0.000000,top
"R43","10k","R_0603_1608Metric",160.750000,64.750000,0.000000,top
"R44","1M","R_0603_1608Metric",156.850000,59.500000,-90.000000,top
"R45","10k","R_0603_1608Metric",157.000000,64.000000,-90.000000,top
"R46","100","R_0603_1608Metric",151.450000,47.900000,0.000000,top
"R47","10k","R_0603_1608Metric",158.450000,42.400000,90.000000,top
"R48","10k","R_0603_1608Metric",159.950000,42.400000,-90.000000,top
"R49","10k","R_0603_1608Metric",151.450000,46.400000,180.000000,top
"R50","10k","R_0603_1608Metric",156.375000,50.650000,180.000000,top
"R51","10k","R_0603_1608Metric",108.250000,28.000000,-90.000000,top
"R52","100k/NC","R_0603_1608Metric",120.500000,29.000000,180.000000,top
"R53","100k/NC","R_0603_1608Metric",105.000000,52.250000,-90.000000,top
"R54","10k","R_0603_1608Metric",193.000000,54.750000,-90.000000,top
"R55","100k/NC","R_0603_1608Metric",182.500000,51.500000,-90.000000,top
"R56","100k/NC","R_0603_1608Metric",190.000000,28.500000,90.000000,top
"U1","STM32F103C8Tx","LQFP-48_7x7mm_P0.5mm",163.000000,58.500000,0.000000,top
"U2","NE5532","SOIC-8_3.9x4.9mm_P1.27mm",157.000000,47.000000,0.000000,top
"U3","BQ24072RGT","VQFN-16-1EP_3x3mm_P0.5mm_EP1.6x1.6mm",142.000000,60.000000,180.000000,top
"U4","PCM5102","TSSOP-20_4.4x6.5mm_P0.65mm",121.362500,24.725000,0.000000,top
"U5","NE5532","SOIC-8_3.9x4.9mm_P1.27mm",129.250000,39.000000,90.000000,top
"U6","NE5532","SOIC-8_3.9x4.9mm_P1.27mm",169.000000,41.250000,-90.000000,top
"U7","ESP32-WROOM-32","ESP32-WROOM-32",113.495000,39.920000,90.000000,top
"U8","ESP32-WROOM-32","ESP32-WROOM-32",184.245000,40.000000,-90.000000,top
"Y1","8Mhz","Crystal_SMD_3225-4Pin_3.2x2.5mm",153.900000,59.650000,0.000000,top
